,match_date,match_map,match_mode,match_duration,match_result,champ_name,champ_kills,champ_deaths,champ_assists,champ_farm,champ_gold,champ_level,champ_first_spell,champ_second_spell
206,2020-05-19,Summoner's Rift,,19.0,victory,Aphelios,17,8,11,145,19900,19,SummonerExhaust,SummonerFlash
207,2020-05-19,Summoner's Rift,,15.6,victory,Aphelios,26,3,8,168,21200,15,SummonerExhaust,SummonerFlash
208,2020-05-19,Summoner's Rift,,16.95,victory,Miss Fortune,14,6,10,105,17000,16,SummonerExhaust,SummonerFlash
209,2020-05-18,Summoner's Rift,,15.966666666666665,victory,Lucian,10,8,8,140,15600,16,SummonerExhaust,SummonerFlash
210,2020-05-17,Summoner's Rift,,21.16666666666666,defeat,Vayne,3,17,18,58,12900,17,SummonerExhaust,SummonerFlash
211,2020-05-17,Summoner's Rift,,23.583333333333332,defeat,Lucian,10,9,11,184,21300,21,SummonerExhaust,SummonerFlash
212,2020-05-17,Summoner's Rift,,16.716666666666665,defeat,Kai'Sa,5,9,7,117,13300,14,SummonerExhaust,SummonerFlash
213,2020-05-17,Summoner's Rift,,13.0,victory,Kai'Sa,10,4,8,86,11400,12,SummonerExhaust,SummonerFlash
214,2020-05-17,Summoner's Rift,,22.91666666666666,victory,Lucian,29,14,14,125,26300,22,SummonerExhaust,SummonerFlash
215,2020-05-17,Summoner's Rift,,19.3,defeat,Ezreal,23,8,7,166,24100,19,SummonerExhaust,SummonerFlash
216,2020-05-17,Summoner's Rift,,23.133333333333333,defeat,Tristana,12,17,7,133,20400,20,SummonerExhaust,SummonerFlash
217,2020-05-17,Summoner's Rift,,16.083333333333332,victory,Tristana,19,11,12,80,19300,16,SummonerExhaust,SummonerFlash
218,2020-05-17,Summoner's Rift,,19.46666666666666,victory,Lucian,22,7,4,163,21800,19,SummonerExhaust,SummonerFlash
219,2020-05-17,Summoner's Rift,,27.65,victory,Ezreal,9,10,19,138,20800,21,SummonerExhaust,SummonerFlash
220,2020-05-17,Summoner's Rift,,20.516666666666662,defeat,Ezreal,16,9,8,122,19300,16,SummonerExhaust,SummonerFlash
221,2020-05-16,Summoner's Rift,,24.91666666666666,defeat,Lucian,26,17,12,91,23300,20,SummonerHeal,SummonerFlash
222,2020-05-15,Summoner's Rift,,25.0,defeat,Ezreal,8,7,7,158,19100,18,SummonerHeal,SummonerFlash
223,2020-05-12,Summoner's Rift,Ranked (Draft Mode),28.583333333333332,victory,Miss Fortune,19,6,12,178,16100,16,SummonerHeal,SummonerFlash
224,2020-05-12,Summoner's Rift,Ranked (Draft Mode),30.95,victory,Jinx,8,3,14,173,12200,15,SummonerHeal,SummonerFlash
225,2020-05-12,Summoner's Rift,Ranked (Draft Mode),26.85,victory,Miss Fortune,11,0,6,239,13500,14,SummonerHeal,SummonerFlash
226,2020-05-12,Howling Abyss,Custom,18.23333333333333,victory,Morgana,5,5,28,56,11800,18,SummonerMana,SummonerFlash
227,2020-05-11,Summoner's Rift,Custom,29.616666666666664,victory,Garen,15,4,9,147,13900,14,SummonerDot,SummonerFlash
228,2020-05-11,Howling Abyss,Custom,13.3,victory,Ezreal,18,3,6,35,10700,15,SummonerHeal,SummonerFlash
229,2020-05-10,Summoner's Rift,,34.95,defeat,Xayah,3,10,8,203,11400,15,SummonerHeal,SummonerFlash
230,2020-05-10,Summoner's Rift,,22.133333333333333,victory,Caitlyn,6,1,1,140,8200,11,SummonerHeal,SummonerFlash
231,2020-05-10,Summoner's Rift,,40.81666666666666,victory,Xayah,7,5,9,220,13900,16,SummonerHeal,SummonerFlash
232,2020-05-09,Summoner's Rift,,24.75,defeat,Aphelios,4,9,7,113,7700,11,SummonerHeal,SummonerFlash
233,2020-05-09,Summoner's Rift,,45.01666666666666,defeat,Caitlyn,6,10,8,288,15700,18,SummonerHeal,SummonerFlash
234,2020-05-09,Summoner's Rift,,23.15,victory,Caitlyn,6,2,9,129,9100,11,SummonerHeal,SummonerFlash
235,2020-05-09,Summoner's Rift,Normal (Draft Mode),30.03333333333333,victory,Miss Fortune,8,7,12,209,11500,14,SummonerHeal,SummonerFlash
236,2020-05-09,Howling Abyss,,15.316666666666666,victory,Morgana,11,1,34,34,11100,16,SummonerMana,SummonerFlash
237,2020-05-09,Summoner's Rift,Normal (Draft Mode),30.91666666666666,victory,Ezreal,3,6,10,161,11200,15,SummonerHeal,SummonerFlash
238,2020-05-09,Summoner's Rift,Normal (Draft Mode),3.333333333333333,earlysurrender,Miss Fortune,0,0,0,14,975,2,SummonerHeal,SummonerFlash
239,2020-05-08,Summoner's Rift,,27.66666666666666,defeat,Syndra,3,8,4,158,8600,13,SummonerTeleport,SummonerFlash
240,2020-05-07,Summoner's Rift,,32.516666666666666,defeat,Jhin,1,10,10,164,9300,14,SummonerHeal,SummonerFlash
241,2020-05-07,Summoner's Rift,Normal (Draft Mode),22.68333333333333,victory,Miss Fortune,0,3,2,188,7900,12,SummonerHeal,SummonerFlash
242,2020-05-07,Summoner's Rift,Normal (Draft Mode),26.9,victory,Aphelios,1,2,11,184,9300,13,SummonerHeal,SummonerFlash
243,2020-05-04,Summoner's Rift,Ranked (Draft Mode),25.43333333333333,defeat,Caitlyn,1,2,4,174,7900,12,SummonerHeal,SummonerFlash
244,2020-05-04,Summoner's Rift,Ranked (Draft Mode),35.95,victory,Caitlyn,3,7,7,224,13000,16,SummonerHeal,SummonerFlash
245,2020-05-04,Summoner's Rift,Ranked (Draft Mode),35.6,defeat,Caitlyn,8,9,11,210,12800,15,SummonerHeal,SummonerFlash
246,2020-05-04,Summoner's Rift,Ranked (Draft Mode),26.9,defeat,Aphelios,2,9,9,128,8400,12,SummonerHeal,SummonerFlash
247,2020-05-03,Summoner's Rift,Normal (Draft Mode),29.816666666666663,victory,Caitlyn,5,2,4,205,12400,15,SummonerHeal,SummonerFlash
248,2020-05-03,Summoner's Rift,Normal (Draft Mode),33.666666666666664,defeat,Jinx,5,6,3,193,10400,14,SummonerHeal,SummonerFlash
249,2020-05-03,Summoner's Rift,Normal (Draft Mode),32.06666666666666,victory,Ezreal,9,5,13,178,13400,15,SummonerHeal,SummonerFlash
250,2020-05-03,Summoner's Rift,Normal (Draft Mode),24.333333333333332,defeat,Ezreal,6,2,5,165,9200,13,SummonerHeal,SummonerFlash
251,2020-05-03,Summoner's Rift,Ranked (Draft Mode),20.03333333333333,victory,Aphelios,5,1,5,115,7900,11,SummonerHeal,SummonerFlash
252,2020-05-03,Summoner's Rift,Ranked (Draft Mode),34.9,defeat,Caitlyn,18,3,7,237,18300,17,SummonerHeal,SummonerFlash
253,2020-05-03,Summoner's Rift,Ranked (Draft Mode),28.18333333333333,victory,Caitlyn,15,2,9,209,15100,15,SummonerHeal,SummonerFlash
254,2020-05-03,Summoner's Rift,Normal (Draft Mode),29.95,defeat,Caitlyn,0,3,2,197,8900,13,SummonerHeal,SummonerFlash
255,2020-05-03,Summoner's Rift,Normal (Draft Mode),24.91666666666666,defeat,Ezreal,1,10,3,100,6000,11,SummonerExhaust,SummonerFlash
256,2020-05-03,Summoner's Rift,Custom,8.166666666666666,victory,Ezreal,0,0,0,109,155300,18,SummonerHeal,SummonerFlash
257,2020-05-02,Summoner's Rift,Normal (Draft Mode),36.666666666666664,defeat,Ezreal,17,7,16,189,16300,18,SummonerExhaust,SummonerFlash
258,2020-05-02,Summoner's Rift,Normal (Draft Mode),20.15,defeat,Twitch,0,5,0,87,4900,9,SummonerSmite,SummonerFlash
259,2020-05-02,Summoner's Rift,Ranked (Draft Mode),37.73333333333333,defeat,Aphelios,9,10,10,222,14600,15,SummonerHeal,SummonerFlash
260,2020-05-02,Summoner's Rift,Ranked (Draft Mode),48.83333333333332,defeat,Caitlyn,10,7,11,256,17700,18,SummonerHeal,SummonerFlash
261,2020-05-02,Summoner's Rift,Ranked (Draft Mode),35.733333333333334,defeat,Aphelios,1,10,12,208,11100,15,SummonerHeal,SummonerFlash
262,2020-05-02,Summoner's Rift,Ranked (Draft Mode),35.61666666666666,victory,Aphelios,15,3,6,318,18900,18,SummonerHeal,SummonerFlash
263,2020-05-02,Summoner's Rift,Ranked (Draft Mode),28.85,defeat,Caitlyn,4,5,3,173,9400,12,SummonerHeal,SummonerFlash
264,2020-05-02,Summoner's Rift,Ranked (Draft Mode),29.75,defeat,Caitlyn,4,5,2,216,10100,14,SummonerHeal,SummonerFlash
265,2020-05-01,Summoner's Rift,Custom,22.25,defeat,Caitlyn,0,3,1,155,6300,10,SummonerHeal,SummonerFlash
266,2020-05-01,Summoner's Rift,Custom,29.583333333333332,victory,Aphelios,8,3,9,170,11800,14,SummonerHeal,SummonerFlash
267,2020-05-01,Summoner's Rift,Normal (Draft Mode),19.75,victory,Caitlyn,5,0,10,107,7800,11,SummonerHeal,SummonerFlash
268,2020-05-01,Summoner's Rift,Normal (Draft Mode),38.033333333333324,defeat,Jinx,4,11,8,212,13100,16,SummonerHeal,SummonerFlash
269,2020-05-01,Summoner's Rift,Ranked (Draft Mode),35.36666666666666,victory,Caitlyn,20,5,14,219,17200,17,SummonerHeal,SummonerFlash
270,2020-05-01,Summoner's Rift,Ranked (Draft Mode),21.66666666666666,defeat,Aphelios,4,4,1,114,6800,11,SummonerHeal,SummonerFlash
271,2020-05-01,Summoner's Rift,Ranked (Draft Mode),24.6,victory,Caitlyn,13,2,11,167,12400,13,SummonerHeal,SummonerFlash
272,2020-04-30,Summoner's Rift,Custom,32.016666666666666,defeat,Miss Fortune,4,10,12,181,10700,15,SummonerHeal,SummonerFlash
273,2020-04-30,Summoner's Rift,Ranked (Draft Mode),26.583333333333332,victory,Caitlyn,3,2,11,150,9700,13,SummonerHeal,SummonerFlash
274,2020-04-30,Summoner's Rift,Ranked (Draft Mode),30.71666666666666,victory,Aphelios,6,3,10,240,13900,15,SummonerHeal,SummonerFlash
275,2020-04-30,Summoner's Rift,Ranked (Draft Mode),32.05,victory,Miss Fortune,8,1,7,231,13100,15,SummonerHeal,SummonerFlash
276,2020-04-30,Summoner's Rift,Normal (Draft Mode),37.416666666666664,victory,Ezreal,19,4,10,251,18400,18,SummonerHeal,SummonerFlash
277,2020-04-29,Summoner's Rift,Ranked (Draft Mode),35.53333333333333,defeat,Caitlyn,5,6,10,235,12800,16,SummonerHeal,SummonerFlash
278,2020-04-29,Howling Abyss,,25.833333333333332,defeat,Sivir,7,11,30,142,16700,18,SummonerSnowball,SummonerFlash
279,2020-04-29,Summoner's Rift,,23.883333333333333,victory,Ezreal,21,1,13,169,13800,13,SummonerHeal,SummonerFlash
280,2020-04-29,Summoner's Rift,,25.75,victory,Ezreal,26,2,5,180,15700,16,SummonerHeal,SummonerFlash
281,2020-04-29,Summoner's Rift,Ranked (Draft Mode),29.2,defeat,Caitlyn,11,4,3,169,11700,12,SummonerHeal,SummonerFlash
282,2020-04-29,Summoner's Rift,Ranked (Draft Mode),32.38333333333333,defeat,Aphelios,2,8,4,173,9500,14,SummonerHeal,SummonerFlash
283,2020-04-29,Summoner's Rift,Ranked (Draft Mode),26.083333333333332,defeat,Miss Fortune,0,5,5,123,6300,11,SummonerHeal,SummonerFlash
284,2020-04-29,Summoner's Rift,Normal (Draft Mode),3.3666666666666663,earlysurrender,Caitlyn,0,0,0,12,905,3,SummonerHeal,SummonerFlash
285,2020-04-29,Summoner's Rift,Normal (Draft Mode),34.45,defeat,Aphelios,10,7,8,221,14200,15,SummonerHeal,SummonerFlash
286,2020-04-28,Summoner's Rift,Ranked (Draft Mode),31.46666666666666,victory,Caitlyn,5,3,9,181,11300,14,SummonerHeal,SummonerFlash
287,2020-04-28,Summoner's Rift,Ranked (Draft Mode),28.01666666666666,defeat,Miss Fortune,4,4,3,181,9500,13,SummonerHeal,SummonerFlash
288,2020-04-28,Summoner's Rift,Ranked (Draft Mode),32.33333333333333,defeat,Caitlyn,3,2,5,190,10600,14,SummonerHeal,SummonerFlash
289,2020-04-28,Summoner's Rift,Normal (Draft Mode),30.35,defeat,Thresh,1,8,7,43,7300,13,SummonerDot,SummonerFlash
290,2020-04-28,Summoner's Rift,Normal (Draft Mode),34.88333333333333,defeat,Miss Fortune,8,6,10,152,13100,16,SummonerHeal,SummonerFlash
291,2020-04-28,Summoner's Rift,Normal (Draft Mode),16.266666666666666,defeat,Thresh,1,2,3,21,3800,8,SummonerDot,SummonerFlash
292,2020-04-28,Summoner's Rift,Normal (Draft Mode),19.53333333333333,defeat,Miss Fortune,2,3,0,125,6700,10,SummonerHeal,SummonerFlash
293,2020-04-27,Summoner's Rift,Ranked (Draft Mode),34.43333333333333,victory,Caitlyn,4,2,6,241,13500,16,SummonerHeal,SummonerFlash
294,2020-04-27,Summoner's Rift,Ranked (Draft Mode),20.1,defeat,Aphelios,1,6,2,97,5300,10,SummonerHeal,SummonerFlash
295,2020-04-27,Summoner's Rift,Ranked (Draft Mode),21.516666666666662,defeat,Ezreal,2,5,2,118,6200,11,SummonerHeal,SummonerFlash
296,2020-04-27,Summoner's Rift,Ranked (Draft Mode),32.71666666666666,victory,Caitlyn,11,2,16,205,14800,16,SummonerHeal,SummonerFlash
297,2020-04-27,Summoner's Rift,Ranked (Draft Mode),46.3,victory,Caitlyn,18,5,16,249,22500,18,SummonerHeal,SummonerFlash
298,2020-04-27,Summoner's Rift,Normal (Draft Mode),28.583333333333332,defeat,Aphelios,3,5,7,184,10100,15,SummonerHeal,SummonerFlash
299,2020-04-27,Summoner's Rift,Normal (Draft Mode),32.56666666666666,defeat,Aphelios,5,7,10,201,13000,15,SummonerHeal,SummonerFlash
300,2020-04-27,Summoner's Rift,Normal (Draft Mode),30.066666666666663,defeat,Caitlyn,1,5,2,193,8900,13,SummonerHeal,SummonerFlash
301,2020-04-26,Summoner's Rift,Ranked (Draft Mode),53.01666666666666,defeat,Caitlyn,19,11,9,332,23800,18,SummonerHeal,SummonerFlash
302,2020-04-26,Howling Abyss,Custom,26.28333333333333,victory,Janna,2,6,30,50,14500,18,SummonerMana,SummonerFlash
303,2020-04-26,Howling Abyss,Custom,19.333333333333332,defeat,Sona,11,8,35,23,12100,18,SummonerMana,SummonerFlash
304,2020-04-26,Summoner's Rift,Ranked (Draft Mode),27.6,victory,Caitlyn,2,1,4,197,9700,14,SummonerHeal,SummonerFlash
305,2020-04-26,Summoner's Rift,Ranked (Draft Mode),27.15,victory,Jinx,5,4,8,110,9100,13,SummonerHeal,SummonerFlash
306,2020-04-26,Summoner's Rift,Ranked (Draft Mode),35.016666666666666,defeat,Caitlyn,7,9,14,177,12500,16,SummonerHeal,SummonerFlash
307,2020-04-26,Summoner's Rift,Ranked (Draft Mode),3.3666666666666663,earlysurrender,Caitlyn,0,0,0,8,835,2,SummonerHeal,SummonerFlash
308,2020-04-26,Summoner's Rift,Ranked (Draft Mode),27.1,victory,Aphelios,5,3,7,130,9600,13,SummonerHeal,SummonerFlash
309,2020-04-26,Summoner's Rift,Ranked (Draft Mode),56.183333333333316,victory,Heimerdinger,6,7,9,325,19600,18,SummonerHeal,SummonerFlash
310,2020-04-26,Howling Abyss,,19.23333333333333,victory,Akali,10,7,19,44,12300,17,SummonerSnowball,SummonerFlash
311,2020-04-26,Howling Abyss,,18.71666666666666,victory,Thresh,4,5,30,18,10900,17,SummonerMana,SummonerFlash
312,2020-04-26,Summoner's Rift,Normal (Draft Mode),3.333333333333333,earlysurrender,Aphelios,0,0,1,8,902,2,SummonerHeal,SummonerFlash
313,2020-04-26,Summoner's Rift,Normal (Draft Mode),34.08333333333333,victory,Aphelios,2,3,10,216,12000,16,SummonerHeal,SummonerFlash
314,2020-04-25,Summoner's Rift,Ranked (Draft Mode),26.45,defeat,Miss Fortune,1,6,5,168,8400,12,SummonerHeal,SummonerFlash
315,2020-04-25,Summoner's Rift,Ranked (Draft Mode),25.16666666666666,victory,Miss Fortune,5,3,7,135,9900,13,SummonerHeal,SummonerFlash
316,2020-04-25,Summoner's Rift,Ranked (Draft Mode),25.6,defeat,Caitlyn,4,7,6,142,8500,12,SummonerHeal,SummonerFlash
317,2020-04-25,Howling Abyss,,18.3,defeat,Pyke,10,12,9,26,12200,17,SummonerSnowball,SummonerFlash
318,2020-04-25,Howling Abyss,,16.166666666666664,defeat,Irelia,14,7,11,101,13000,16,SummonerSnowball,SummonerFlash
319,2020-04-25,Howling Abyss,,15.25,defeat,Miss Fortune,6,8,11,81,10300,14,SummonerHeal,SummonerFlash
320,2020-04-25,Howling Abyss,,15.866666666666665,victory,Jinx,12,4,17,61,11200,16,SummonerHeal,SummonerFlash
321,2020-04-25,Summoner's Rift,Normal (Draft Mode),28.95,victory,Miss Fortune,6,6,11,130,11100,14,SummonerHeal,SummonerFlash
322,2020-04-25,Howling Abyss,,28.26666666666666,defeat,Morgana,10,12,27,65,16500,18,SummonerSnowball,SummonerFlash
323,2020-04-25,Howling Abyss,,20.55,victory,Tristana,27,11,15,92,16400,18,SummonerHeal,SummonerFlash
324,2020-04-25,Howling Abyss,,15.766666666666666,defeat,Blitzcrank,2,7,10,20,8400,16,SummonerMana,SummonerFlash
325,2020-04-25,Howling Abyss,,18.516666666666662,defeat,Twisted Fate,5,7,10,42,10600,16,SummonerMana,SummonerFlash
326,2020-04-25,Howling Abyss,,17.05,defeat,Master Yi,1,10,15,31,9100,14,SummonerSnowball,SummonerFlash
327,2020-04-25,Summoner's Rift,Normal (Draft Mode),24.95,defeat,Jinx,2,10,0,115,6900,11,SummonerHeal,SummonerFlash
328,2020-04-25,Howling Abyss,,23.03333333333333,defeat,Fizz,12,11,17,103,16000,18,SummonerSnowball,SummonerFlash
329,2020-04-25,Summoner's Rift,Normal (Draft Mode),33.83333333333333,victory,Aphelios,5,5,13,208,12500,16,SummonerHeal,SummonerFlash
330,2020-04-25,Summoner's Rift,Ranked (Draft Mode),25.93333333333333,victory,Miss Fortune,6,2,5,187,11400,13,SummonerHeal,SummonerFlash
331,2020-04-25,Summoner's Rift,Ranked (Draft Mode),26.216666666666658,defeat,Caitlyn,4,7,3,174,9300,13,SummonerHeal,SummonerFlash
332,2020-04-25,Summoner's Rift,Ranked (Draft Mode),33.4,victory,Miss Fortune,18,7,11,206,17300,18,SummonerHeal,SummonerFlash
333,2020-04-25,Summoner's Rift,Ranked (Draft Mode),26.133333333333333,victory,Caitlyn,10,3,6,176,12200,14,SummonerHeal,SummonerFlash
334,2020-04-25,Summoner's Rift,Ranked (Draft Mode),25.15,victory,Miss Fortune,11,4,10,157,11100,13,SummonerHeal,SummonerFlash
335,2020-04-25,Howling Abyss,,14.633333333333331,victory,Twitch,8,5,13,41,10100,15,SummonerHeal,SummonerFlash
336,2020-04-25,Summoner's Rift,Normal (Draft Mode),26.43333333333333,victory,Jinx,11,4,8,158,13200,14,SummonerHeal,SummonerFlash
337,2020-04-25,Summoner's Rift,Normal (Draft Mode),42.01666666666666,victory,Jinx,16,9,16,261,20400,18,SummonerHeal,SummonerFlash
338,2020-04-24,Summoner's Rift,Ranked (Draft Mode),29.78333333333333,victory,Miss Fortune,12,1,2,271,14500,15,SummonerHeal,SummonerFlash
339,2020-04-24,Summoner's Rift,Ranked (Draft Mode),27.4,defeat,Miss Fortune,2,6,10,162,9000,13,SummonerHeal,SummonerFlash
340,2020-04-24,Summoner's Rift,Ranked (Draft Mode),31.316666666666663,victory,Miss Fortune,17,1,9,262,17000,17,SummonerHeal,SummonerFlash
341,2020-04-24,Summoner's Rift,Ranked (Draft Mode),32.11666666666666,defeat,Aphelios,1,4,9,189,9400,14,SummonerHeal,SummonerFlash
342,2020-04-24,Summoner's Rift,Ranked (Draft Mode),3.2166666666666663,earlysurrender,Miss Fortune,0,0,0,15,974,2,SummonerHeal,SummonerFlash
343,2020-04-24,Summoner's Rift,,37.98333333333333,defeat,Kai'Sa,12,10,15,187,14600,17,SummonerHeal,SummonerFlash
344,2020-04-24,Howling Abyss,,15.83333333333333,defeat,Aphelios,8,7,11,57,10900,15,SummonerHeal,SummonerFlash
345,2020-04-24,Summoner's Rift,Normal (Draft Mode),33.983333333333334,defeat,Miss Fortune,5,5,7,217,12500,15,SummonerHeal,SummonerFlash
346,2020-04-24,Howling Abyss,,24.68333333333333,victory,Tristana,18,8,17,133,18100,18,SummonerHeal,SummonerFlash
347,2020-04-23,Summoner's Rift,Normal (Draft Mode),27.68333333333333,defeat,Aphelios,6,9,2,170,11200,13,SummonerHeal,SummonerFlash
348,2020-04-23,Summoner's Rift,Normal (Draft Mode),37.96666666666666,victory,Caitlyn,6,4,6,198,13900,15,SummonerHeal,SummonerFlash
349,2020-04-23,Howling Abyss,,22.616666666666664,defeat,Irelia,14,14,16,163,17600,18,SummonerSnowball,SummonerFlash
350,2020-04-23,Summoner's Rift,Ranked (Draft Mode),26.383333333333333,victory,Caitlyn,6,2,8,168,11200,14,SummonerHeal,SummonerFlash
351,2020-04-23,Summoner's Rift,Normal (Draft Mode),34.28333333333333,defeat,Caitlyn,4,6,10,218,12300,16,SummonerHeal,SummonerFlash
352,2020-04-23,Summoner's Rift,Normal (Draft Mode),29.766666666666662,victory,Jinx,9,8,12,148,13000,15,SummonerHeal,SummonerFlash
353,2020-04-23,Howling Abyss,,23.566666666666663,victory,Ashe,5,7,27,94,14200,18,SummonerHeal,SummonerFlash
354,2020-04-23,Howling Abyss,,17.05,defeat,Corki,5,9,13,71,10700,16,SummonerMana,SummonerFlash
355,2020-04-23,Howling Abyss,,19.48333333333333,victory,Ahri,4,9,22,66,12000,18,SummonerMana,SummonerFlash
356,2020-04-23,Howling Abyss,,23.93333333333333,victory,Ezreal,9,8,31,71,14600,18,SummonerHeal,SummonerFlash
357,2020-04-23,Summoner's Rift,Normal (Draft Mode),17.3,defeat,Caitlyn,0,2,0,89,4200,10,SummonerHeal,SummonerFlash
358,2020-04-23,Summoner's Rift,Normal (Draft Mode),31.46666666666666,victory,Caitlyn,13,2,9,211,15300,16,SummonerHeal,SummonerFlash
359,2020-04-23,Summoner's Rift,Normal (Draft Mode),29.73333333333333,victory,Caitlyn,7,3,4,199,12400,15,SummonerHeal,SummonerFlash
360,2020-04-22,Summoner's Rift,Ranked (Draft Mode),25.55,victory,Caitlyn,4,1,3,170,9900,13,SummonerHeal,SummonerFlash
361,2020-04-22,Summoner's Rift,Normal (Draft Mode),31.48333333333333,defeat,Jinx,1,4,5,212,9800,14,SummonerHeal,SummonerFlash
362,2020-04-22,Summoner's Rift,Normal (Draft Mode),26.11666666666666,victory,Jinx,17,2,7,204,14900,15,SummonerHeal,SummonerFlash
363,2020-04-22,Summoner's Rift,Normal (Draft Mode),26.55,defeat,Caitlyn,5,7,1,185,10200,12,SummonerHeal,SummonerFlash
364,2020-04-22,Summoner's Rift,Ranked (Draft Mode),20.4,victory,Caitlyn,2,0,2,136,6900,11,SummonerHeal,SummonerFlash
365,2020-04-22,Summoner's Rift,Ranked (Draft Mode),34.38333333333333,victory,Miss Fortune,3,9,7,159,11000,16,SummonerHeal,SummonerFlash
366,2020-04-22,Summoner's Rift,Normal (Draft Mode),31.616666666666664,victory,Tristana,5,3,3,208,11700,15,SummonerHeal,SummonerFlash
367,2020-04-21,Summoner's Rift,Normal (Draft Mode),39.11666666666666,victory,Thresh,1,6,19,34,9900,15,SummonerDot,SummonerFlash
368,2020-04-21,Summoner's Rift,Ranked (Draft Mode),42.08333333333332,defeat,Aphelios,5,6,4,261,14300,17,SummonerHeal,SummonerFlash
369,2020-04-21,Summoner's Rift,Normal (Draft Mode),38.06666666666666,defeat,Tristana,3,6,8,253,13300,18,SummonerHeal,SummonerFlash
370,2020-04-21,Summoner's Rift,Normal (Draft Mode),38.533333333333324,defeat,Jinx,13,6,14,379,21100,18,SummonerHeal,SummonerFlash
371,2020-04-21,Summoner's Rift,Normal (Draft Mode),35.95,victory,Jinx,17,8,13,219,17200,17,SummonerHeal,SummonerFlash
372,2020-04-20,Summoner's Rift,Normal (Draft Mode),37.58333333333332,defeat,Caitlyn,8,6,10,229,14400,16,SummonerHeal,SummonerFlash
373,2020-04-20,Summoner's Rift,Normal (Draft Mode),28.516666666666662,defeat,Xerath,7,5,3,158,10100,14,SummonerTeleport,SummonerFlash
374,2020-04-20,Summoner's Rift,Normal (Draft Mode),33.6,victory,Tristana,5,5,4,241,13400,17,SummonerTeleport,SummonerFlash
375,2020-04-20,Summoner's Rift,,24.98333333333333,victory,Aphelios,10,1,6,179,12100,14,SummonerHeal,SummonerFlash
376,2020-04-19,Summoner's Rift,Ranked (Draft Mode),22.55,defeat,Kai'Sa,1,5,4,150,7200,12,SummonerHeal,SummonerFlash
377,2020-04-19,Summoner's Rift,Ranked (Draft Mode),3.2666666666666666,earlysurrender,Aphelios,0,1,0,10,851,2,SummonerHeal,SummonerFlash
378,2020-04-19,Summoner's Rift,Ranked (Draft Mode),27.36666666666666,victory,Miss Fortune,1,7,7,138,8400,12,SummonerHeal,SummonerFlash
379,2020-04-19,Summoner's Rift,Normal (Draft Mode),50.01666666666666,defeat,Jinx,3,9,8,359,16900,18,SummonerHeal,SummonerFlash
380,2020-04-19,Summoner's Rift,Normal (Draft Mode),35.5,defeat,Jinx,8,11,14,164,13100,17,SummonerHeal,SummonerFlash
381,2020-04-19,Summoner's Rift,Normal (Draft Mode),44.33333333333332,victory,Jinx,6,10,17,263,16500,18,SummonerHeal,SummonerFlash
382,2020-04-19,Summoner's Rift,Normal (Draft Mode),27.133333333333333,victory,Jinx,5,1,11,153,10900,14,SummonerHeal,SummonerFlash
383,2020-04-19,Summoner's Rift,Normal (Draft Mode),34.55,victory,Jinx,7,2,17,252,16000,17,SummonerHeal,SummonerFlash
384,2020-04-19,Summoner's Rift,Ranked (Draft Mode),34.96666666666666,victory,Jinx,4,5,4,233,12300,14,SummonerHeal,SummonerFlash
385,2020-04-19,Summoner's Rift,Normal (Draft Mode),44.7,victory,Ashe,3,7,15,269,15700,18,SummonerHeal,SummonerFlash
386,2020-04-18,Summoner's Rift,Normal (Draft Mode),42.08333333333332,defeat,Ashe,3,7,12,282,14500,17,SummonerHeal,SummonerFlash
387,2020-04-18,Summoner's Rift,Normal (Draft Mode),32.63333333333333,victory,Ashe,20,6,8,173,15300,16,SummonerHeal,SummonerFlash
388,2020-04-18,Summoner's Rift,Normal (Draft Mode),27.583333333333332,victory,Jinx,10,8,7,134,10900,13,SummonerHeal,SummonerFlash
389,2020-04-18,Summoner's Rift,Ranked (Draft Mode),35.666666666666664,defeat,Miss Fortune,8,5,8,235,15200,16,SummonerHeal,SummonerFlash
390,2020-04-18,Summoner's Rift,Ranked (Draft Mode),21.1,defeat,Aphelios,0,2,2,137,5700,10,SummonerHeal,SummonerFlash
391,2020-04-18,Summoner's Rift,Ranked (Draft Mode),32.56666666666666,defeat,Miss Fortune,9,4,4,201,13000,13,SummonerHeal,SummonerFlash
392,2020-04-18,Summoner's Rift,Ranked (Draft Mode),37.46666666666666,victory,Aphelios,6,4,18,246,15100,17,SummonerHeal,SummonerFlash
393,2020-04-18,Summoner's Rift,Ranked (Draft Mode),28.566666666666663,victory,Miss Fortune,9,4,11,186,13000,14,SummonerHeal,SummonerFlash
394,2020-04-18,Summoner's Rift,Ranked (Draft Mode),32.016666666666666,victory,Miss Fortune,7,3,5,210,12500,15,SummonerHeal,SummonerFlash
395,2020-04-18,Summoner's Rift,Ranked (Draft Mode),24.91666666666666,victory,Caitlyn,4,2,7,168,10000,13,SummonerHeal,SummonerFlash
396,2020-04-18,Howling Abyss,Custom,17.93333333333333,defeat,Mordekaiser,11,10,14,59,11800,16,SummonerSnowball,SummonerFlash
397,2020-04-18,Howling Abyss,Custom,18.4,victory,Heimerdinger,8,8,33,73,12800,18,SummonerMana,SummonerFlash
398,2020-04-18,Howling Abyss,Custom,12.766666666666666,victory,Nocturne,7,9,13,37,9100,13,SummonerSnowball,SummonerFlash
